wool,corn,milk,beef,wheat,potatoes,iron,coal,gold,silver,copper,tin
15,22,17,42,34,38,39,27,156,113,62,20
16,25,19,42,33,35,39,24,149,113,36,22
15,20,25,49,43,40,40,29,186,110,37,30
15,22,12,39,34,39,39,30,149,67,61,20
16,20,12,49,41,33,38,26,137,113,73,34
15,30,21,41,36,34,38,29,135,83,68,33
16,25,21,39,44,40,40,28,167,96,55,23
15,20,16,47,43,38,38,27,178,100,49,20
16,20,23,50,39,40,38,24,182,104,37,24
16,22,21,35,37,34,39,29,130,87,54,32
16,20,13,49,40,40,40,29,132,67,64,23
15,32,25,43,45,36,39,25,150,97,58,20
18,24,20,35,44,37,36,24,165,59,65,23
15,22,15,35,48,36,40,26,169,65,37,20
19,33,13,34,38,35,39,23,169,66,32,20
17,25,23,39,46,36,38,26,170,87,51,27
15,20,28,34,47,40,38,22,175,60,39,22
15,32,24,46,38,37,39,26,105,74,54,24
19,26,27,42,38,39,39,23,123,103,58,25
15,22,20,49,47,39,39,28,105,87,55,22
15,25,16,50,39,39,39,29,167,81,36,20
15,22,20,43,43,39,39,28,158,95,42,20
17,27,22,39,39,40,40,27,109,102,46,26
15,22,15,43,48,40,35,26,137,93,39,20
19,26,16,54,48,39,34,23,164,60,51,21
15,31,26,46,45,38,39,26,162,60,50,20
15,29,17,50,44,39,36,27,149,57,54,20
16,24,29,39,40,40,37,27,131,93,34,20
17,35,28,55,47,39,39,25,164,51,32,20
15,25,31,49,50,39,38,26,103,67,30,23
21,31,27,45,41,40,34,27,160,59,30,20
17,23,32,41,49,39,35,27,98,67,31,21
20,28,23,52,48,40,34,22,126,85,51,22
15,25,28,53,45,38,38,22,131,93,37,21
21,25,29,50,46,39,35,22,92,59,38,23
15,33,32,56,43,38,36,17,119,49,31,21
17,31,29,57,45,40,39,26,158,83,30,22
21,25,29,48,49,37,31,20,118,58,48,20
24,24,32,49,44,39,37,22,101,49,31,24
15,28,27,56,45,39,33,26,141,44,30,20
16,37,30,53,47,39,33,20,101,54,42,20
19,33,28,51,49,37,33,15,141,60,42,20
15,25,29,48,44,40,38,25,80,77,38,21
16,33,31,56,48,40,37,21,132,48,41,20
17,29,30,56,45,40,37,17,103,75,33,24
18,30,32,53,46,39,39,23,104,42,30,21
19,38,32,55,48,38,37,19,89,62,32,23
23,26,32,59,48,40,33,21,78,60,35,20
18,33,25,48,47,36,31,24,82,68,30,20
17,28,34,55,49,40,32,19,132,47,36,20
22,26,34,56,49,38,30,17,82,60,31,27
27,40,25,56,50,39,29,24,78,67,30,22
21,36,34,58,46,39,38,13,105,41,30,26
29,32,30,57,47,38,33,15,134,42,30,25
16,41,31,50,49,37,38,21,121,51,30,23
18,39,34,56,48,34,29,22,85,41,31,27
16,43,26,58,46,39,33,21,73,41,30,31
17,48,25,51,50,39,33,21,68,43,31,25
20,46,25,52,49,39,38,12,74,42,32,23
18,47,37,59,48,37,28,23,89,62,30,30
18,36,24,51,48,39,37,23,94,42,33,20
26,40,27,52,49,37,28,11,113,40,32,30
26,41,36,60,49,36,28,20,118,63,35,32
32,45,25,56,49,33,35,22,74,49,33,27
18,35,34,59,48,39,34,19,87,41,31,35
19,50,26,57,49,39,34,23,63,55,35,32
28,44,28,59,48,38,33,19,74,50,35,26
28,40,32,54,49,32,35,14,69,47,31,26
33,33,27,57,47,38,33,13,117,52,31,20
23,42,28,60,48,34,34,17,66,47,33,22
28,50,37,52,47,39,34,17,99,49,31,31
18,37,35,53,50,37,31,20,73,41,32,38
26,50,37,57,47,36,31,15,73,50,36,35
19,38,29,60,48,36,33,17,80,51,31,21
30,45,31,59,47,33,31,21,99,40,30,28
20,38,37,59,49,29,31,21,61,55,41,26
34,51,39,55,49,38,32,20,53,43,30,36
32,42,29,56,47,36,31,14,53,41,30,21
20,53,39,60,49,39,31,11,55,42,38,36
29,41,31,54,50,29,23,19,89,41,37,35
23,39,38,58,50,38,32,9,94,44,30,22
31,48,35,59,47,38,22,19,71,45,39,32
33,50,35,55,45,38,27,8,59,40,32,26
30,47,34,55,50,37,33,11,82,48,30,34
25,40,34,60,43,34,21,10,73,41,35,26
31,52,34,58,49,30,20,12,74,50,30,35
30,54,38,59,48,33,26,9,65,49,31,22
28,46,38,60,48,29,27,10,61,40,44,26
28,54,35,59,49,36,29,13,62,41,47,37
31,52,38,58,42,38,32,9,52,42,30,35
30,55,32,58,49,26,22,13,56,42,49,27
39,56,39,59,41,37,25,15,50,43,42,35
24,55,33,59,47,35,18,10,50,40,30,26
29,41,38,58,42,27,19,7,65,41,31,29
37,57,34,57,50,35,26,11,56,42,41,41
34,45,39,58,48,27,25,16,82,46,51,48
26,57,38,57,48,31,28,8,53,44,44,39
26,41,39,59,47,29,29,12,62,41,54,27
27,43,39,59,48,27,30,13,69,46,49,41
34,45,39,57,48,26,21,10,50,40,39,39
38,55,39,59,49,34,26,13,62,40,40,49
40,58,40,59,40,24,15,10,55,40,58,54
32,50,40,60,45,23,21,6,65,46,52,47
37,49,40,55,49,26,23,7,67,49,38,32
34,57,38,60,49,22,26,8,51,46,43,32
37,58,39,55,48,28,25,6,50,41,32,51
30,49,36,57,48,35,24,6,50,48,31,42
34,45,39,54,45,27,18,12,50,43,31,35
34,48,39,55,47,28,28,8,51,40,44,45
40,54,37,58,44,31,14,12,66,44,60,35
33,56,39,59,43,30,25,10,53,40,37,57
32,54,39,53,47,23,24,13,55,49,53,38
42,52,39,59,38,22,15,7,53,40,33,41
31,49,40,60,35,33,24,7,50,60,53,51
34,48,39,59,42,28,24,12,51,40,42,53
34,57,40,59,44,24,17,11,53,44,56,57
31,56,39,53,45,24,24,7,55,49,37,33
45,51,37,52,48,23,22,5,50,48,42,47
41,53,38,60,44,32,18,10,60,41,42,47
34,59,38,51,47,31,24,7,62,40,72,51
42,59,39,59,37,26,24,5,52,41,53,48
34,57,40,54,37,19,15,8,51,53,54,55
46,52,40,59,44,24,20,10,51,41,70,51
42,56,38,59,43,31,22,6,60,40,65,56
43,52,38,57,42,18,13,9,53,54,71,61
45,58,38,59,36,28,17,5,50,42,43,49
44,56,39,59,44,18,11,9,50,40,58,43
45,58,39,59,36,19,13,9,52,46,46,43
41,59,39,57,42,17,18,5,59,42,52,39
48,58,39,57,35,19,11,8,52,70,66,49
48,54,38,55,40,20,17,5,50,55,56,51
40,56,37,58,30,17,11,5,63,47,47,68
43,56,39,47,39,17,16,7,62,54,77,64
48,59,38,58,32,22,19,5,53,52,46,65
44,59,37,48,34,17,21,6,50,65,62,47
43,59,38,53,34,16,14,5,52,45,62,41
46,58,39,55,41,19,18,6,61,79,44,43
37,59,37,49,33,20,17,6,54,49,53,56
38,59,40,58,43,21,19,6,62,77,75,57
49,55,40,59,41,20,15,5,56,72,77,61
48,59,38,50,41,14,19,5,65,48,56,49
48,55,39,50,34,16,10,5,65,50,45,49
45,57,40,57,27,15,17,5,57,45,58,60
44,59,36,43,27,13,10,5,50,63,50,70
46,58,34,56,30,26,10,6,50,60,53,66
44,59,37,43,41,14,10,5,62,82,86,71
49,58,34,51,32,14,12,5,50,44,70,68
49,59,34,44,29,15,11,6,56,79,87,64
43,57,35,49,35,12,13,6,71,49,73,65
49,57,37,44,41,16,17,6,55,83,67,50
47,59,35,53,32,18,15,5,57,62,58,63
48,59,35,41,35,17,14,5,65,70,90,74
44,59,34,40,32,24,10,5,59,62,96,73
41,57,39,41,35,20,15,5,50,65,72,52
48,57,38,55,36,12,17,5,67,64,71,72
46,60,33,48,25,15,13,5,62,58,96,59
44,59,39,50,28,13,16,5,63,79,81,75
46,59,38,54,38,16,13,6,60,55,91,56
45,60,39,41,36,22,14,6,89,76,56,76
47,57,34,40,33,14,14,7,62,54,60,74
44,60,31,42,30,12,15,5,94,51,93,74
49,59,33,53,29,13,14,5,52,99,70,65
48,58,33,50,26,21,10,5,99,76,97,67
50,60,37,47,22,11,11,6,93,92,92,73
50,58,37,54,21,11,13,5,95,72,66,69
49,56,36,42,30,12,10,5,59,77,70,75
49,59,29,47,23,20,11,6,55,91,94,73
49,59,31,38,35,12,10,5,74,65,84,74
48,59,37,45,20,15,10,5,89,86,67,69
49,59,31,36,21,16,11,5,74,109,91,60
50,60,30,39,20,12,10,5,56,100,66,74
46,57,37,35,23,15,11,5,68,108,79,79
48,58,31,52,22,16,10,6,91,84,98,76
48,57,33,47,19,18,11,5,64,84,92,64
49,59,38,50,27,14,12,7,95,62,100,79
49,59,31,52,19,10,10,5,107,92,88,73
47,60,30,49,23,13,10,6,77,102,96,79
48,53,29,48,22,11,11,7,58,76,97,77
47,59,30,32,32,16,10,5,62,76,108,80
48,57,34,36,20,13,10,5,107,85,112,79
50,58,34,36,22,15,10,7,109,98,98,71
49,59,25,36,32,10,10,6,69,106,91,79
49,60,30,38,19,10,10,6,85,71,96,69
47,59,26,39,17,13,10,5,80,87,91,75
49,52,37,36,30,15,10,5,103,96,95,76
49,51,27,43,26,13,10,7,114,82,89,79
49,59,24,46,17,10,11,5,78,90,84,78
49,59,35,42,26,10,10,5,67,110,115,78
49,50,26,40,20,15,11,8,131,125,111,72
50,51,32,37,23,14,12,7,65,96,100,73
49,48,36,45,26,10,11,12,117,110,114,78
46,49,26,45,19,10,10,9,85,86,116,78
49,57,34,34,24,10,13,9,74,115,96,75
48,57,25,28,28,15,11,5,84,119,114,79
49,50,24,33,16,12,11,7,127,112,105,80
47,59,22,44,22,13,11,8,95,97,116,71
46,49,31,30,28,12,13,6,112,119,101,80
49,59,31,36,15,11,10,7,89,87,115,80
46,47,29,31,25,11,10,7,84,124,105,77
49,54,23,38,23,10,11,10,100,127,115,77
47,48,24,32,16,10,14,12,94,112,113,78
50,55,30,36,23,12,14,12,127,93,90,80
47,58,19,43,24,10,10,6,93,95,115,79
45,44,27,42,21,10,10,9,137,135,119,79
50,54,22,24,25,10,12,8,131,132,101,79
47,47,27,36,16,12,10,6,137,119,118,80
45,42,33,38,19,10,10,13,80,108,104,77
47,54,32,39,15,10,13,6,127,123,112,79
49,56,26,29,16,10,10,9,117,93,114,78
49,57,18,25,15,11,10,9,135,137,119,79
49,51,26,33,20,10,16,15,131,110,120,79
47,52,27,23,19,10,11,12,107,135,118,77
48,52,31,33,19,11,10,6,89,96,119,79
46,40,21,22,15,10,11,10,144,125,98,76
49,42,21,37,17,10,10,13,122,138,107,78
40,42,26,28,21,11,10,17,139,105,119,77
48,53,30,32,15,10,13,8,94,101,119,79
50,55,25,35,21,10,16,10,117,112,116,79
47,56,30,25,15,10,12,12,158,132,115,79
40,52,16,22,17,11,13,9,118,129,118,74
38,38,27,28,15,10,10,8,152,139,120,77
48,55,28,29,15,11,11,19,170,146,113,79
47,40,22,23,15,11,16,16,118,142,117,79
47,51,17,35,17,10,15,11,146,112,111,79
48,43,22,26,15,10,14,12,140,145,119,79
46,40,22,24,16,12,15,15,160,128,115,74
46,35,26,32,16,10,14,14,105,114,117,79
47,44,23,22,15,10,10,20,170,139,116,77
40,41,20,25,17,10,11,18,149,145,118,80
39,34,27,22,16,10,11,12,164,110,115,71
37,46,20,20,15,10,11,9,137,143,114,80
44,35,21,21,15,13,14,11,179,134,119,71
42,46,16,23,16,12,14,10,172,148,119,79
48,36,19,24,15,11,20,15,181,136,120,71
35,41,16,20,15,14,17,12,158,120,120,70
38,35,13,29,15,11,11,19,122,146,120,79
46,49,17,20,15,15,20,19,158,137,117,77
43,49,23,30,16,13,16,19,171,129,117,77
45,50,13,20,16,14,13,17,141,128,117,77
45,34,14,28,15,13,12,13,175,135,114,66
44,39,24,24,15,15,18,22,167,144,120,80
38,33,12,22,15,13,18,15,141,121,117,71
41,44,14,27,16,13,24,11,131,135,119,67
43,44,20,28,15,12,12,21,180,150,117,74
44,39,15,26,15,10,21,12,171,147,120,71
41,36,14,23,15,11,20,18,130,148,115,77
32,45,23,20,16,16,20,15,180,149,116,63
30,33,16,22,15,12,15,12,185,143,119,78
37,32,11,20,15,10,17,20,170,143,120,75
34,38,17,20,16,17,16,16,134,148,118,71
43,28,12,27,15,10,24,17,171,149,120,69
31,40,11,20,15,14,22,22,143,147,119,74
45,39,22,23,15,14,26,13,167,147,117,77
31,41,12,25,15,19,20,15,152,142,119,72
33,42,19,21,15,10,14,22,196,147,114,78
44,37,11,24,15,13,19,20,172,147,118,60
32,36,19,21,15,13,16,25,188,143,110,61
34,39,17,20,15,16,18,22,194,150,120,76
37,32,15,20,17,18,23,15,192,145,119,60
27,33,16,20,15,21,26,19,196,150,120,61
29,41,10,20,17,12,15,23,194,148,112,62
40,31,10,20,15,12,19,23,169,148,105,68
41,32,11,20,15,15,28,22,182,148,120,77
33,32,10,20,15,21,17,18,152,149,118,74
40,24,14,20,15,15,26,16,160,150,115,68
37,30,10,22,15,11,17,18,164,149,119,63
38,39,16,20,19,12,20,20,176,149,120,71
30,39,16,21,20,20,31,22,197,146,111,72
27,24,13,21,15,13,29,26,172,150,113,52
26,31,12,21,16,17,17,17,186,149,120,75
26,27,17,20,20,13,23,27,164,149,111,75
33,25,10,20,17,13,22,21,174,148,110,70
40,22,10,20,17,23,19,23,198,142,113,71
33,32,13,22,21,13,25,18,175,144,120,55
25,33,15,20,15,21,19,22,173,150,119,55
29,29,16,20,15,23,19,26,179,144,109,68
37,24,10,20,16,20,31,21,188,149,117,69
23,29,11,20,20,18,33,26,197,146,98,49
26,27,10,21,15,13,33,21,188,145,98,47
35,23,12,22,22,13,26,22,197,148,119,50
38,26,11,20,15,14,27,27,200,146,115,65
34,29,12,24,20,22,25,22,182,149,103,61
26,25,10,21,16,14,33,22,179,146,118,61
34,31,10,21,15,18,29,24,176,149,111,72
30,23,10,21,22,20,27,27,183,150,114,64
22,23,10,24,16,24,23,27,187,149,115,60
35,22,13,25,16,18,34,23,198,146,110,45
29,28,10,22,15,17,21,20,180,150,116,68
27,23,10,20,17,21,26,26,198,136,107,50
22,31,13,20,27,25,35,27,198,144,114,69
30,29,10,20,16,23,22,24,197,147,87,44
32,20,10,25,26,29,35,28,188,145,103,67
28,20,10,21,19,18,29,29,199,131,98,47
24,25,12,20,25,17,27,28,196,135,84,59
18,21,10,25,27,20,27,24,187,148,113,48
32,29,10,20,23,19,32,28,188,129,100,41
33,26,10,22,27,23,28,22,200,146,102,38
20,30,10,20,16,29,35,26,196,136,107,55
20,27,10,20,25,30,25,29,194,150,90,57
30,21,11,20,23,26,28,28,199,150,100,46
23,22,10,23,17,26,32,27,197,141,112,59
18,20,10,26,31,19,24,28,192,124,114,49
29,25,10,23,32,32,38,28,194,137,76,63
30,20,10,20,21,27,30,29,192,142,112,64
23,20,10,26,20,31,28,28,193,134,77,36
19,26,12,20,33,22,31,29,197,148,79,50
17,20,10,21,18,27,28,30,192,136,96,53
16,20,10,27,26,29,37,28,193,120,96,58
17,25,10,20,18,26,30,29,196,138,104,45
21,20,11,22,29,23,34,29,198,143,79,32
20,20,10,20,32,28,38,30,198,142,97,44
25,20,10,22,27,27,31,28,200,131,97,57
16,20,12,21,23,32,39,29,200,144,106,38
24,20,10,25,26,30,34,28,199,118,108,58
17,20,10,22,31,25,37,29,198,115,80,47
16,22,10,21,20,34,30,29,187,132,82,56
22,22,14,21,31,31,30,27,197,122,70,55
17,22,10,28,23,34,36,29,198,141,106,43
16,20,10,25,21,22,39,29,193,138,88,44
20,20,12,21,25,23,32,29,197,113,104,41
15,20,10,28,32,25,39,28,198,141,93,49
19,20,15,30,20,23,31,29,200,113,94,54
19,24,10,25,27,24,39,29,196,113,79,34
24,20,11,29,29,35,39,29,191,132,100,49
18,20,11,37,38,36,33,28,194,141,80,35
17,22,11,28,23,33,36,29,199,138,93,47
16,20,14,37,26,31,36,29,197,105,97,50
16,21,16,31,26,34,32,28,200,139,58,29
17,21,10,25,23,37,39,29,200,127,86,52
17,21,11,36,37,31,32,30,200,104,80,43
19,20,11,32,28,34,39,29,185,126,53,28
16,21,15,32,39,35,39,28,164,127,53,27
22,20,12,27,39,27,37,29,171,139,92,37
17,21,11,32,40,30,40,29,200,136,58,35
22,20,11,30,24,28,37,28,191,138,94,23
17,21,11,30,36,26,37,30,196,128,91,43
15,21,11,41,34,34,40,29,171,136,90,27
16,20,14,34,29,32,38,28,196,108,67,24
15,20,10,29,41,37,40,28,179,119,90,24
15,20,15,27,42,30,37,29,196,113,92,24
15,21,10,24,34,37,37,30,164,135,74,32
15,20,13,25,41,30,38,29,192,134,67,28
15,20,18,29,43,32,38,29,191,87,79,26
19,20,13,33,41,29,39,29,190,134,62,32
15,20,13,38,32,33,35,27,193,135,56,36
15,20,16,28,34,35,39,29,188,131,74,36
19,20,15,44,40,39,35,28,189,88,78,27
15,21,15,42,30,38,37,30,164,83,63,29
15,20,16,35,41,39,39,30,173,85,66,22
15,20,11,40,45,39,38,27,143,79,50,32
18,20,20,43,41,38,39,28,185,97,59,22
17,24,19,41,43,39,40,30,181,128,48,25
15,21,21,35,35,39,38,28,184,113,67,35
17,25,11,46,33,39,39,29,173,117,65,31
15,20,14,28,44,37,39,30,185,126,79,21
16,26,20,40,45,39,39,29,169,73,73,22
15,23,13,47,42,36,37,30,176,96,75,20
15,20,19,29,37,39,39,26,164,116,39,20
15,21,23,46,42,37,38,29,185,88,75,20
17,24,12,30,43,38,40,29,156,81,38,36
15,28,12,41,35,35,38,30,172,73,58,24
15,29,12,38,38,39,39,27,155,70,49,30
16,21,23,41,38,33,38,25,167,122,67,27
15,28,15,49,47,39,38,26,135,84,50,20
17,21,17,39,43,35,39,28,185,97,73,20
17,21,25,44,42,34,38,24,121,101,40,29
15,26,16,35,38,34,37,24,154,87,56,24
15,31,26,41,39,39,38,29,144,117,61,21
15,30,23,49,37,37,38,24,170,81,67,20
15,27,21,40,39,38,39,27,148,96,42,20
15,23,18,36,44,38,40,28,181,79,40,20
15,31,23,34,38,34,39,26,114,70,46,20
16,25,15,34,38,40,39,22,182,67,34,25
15,32,20,38,42,40,39,23,146,95,59,20
17,21,16,51,44,39,36,22,179,60,39,24
15,27,18,43,48,40,39,29,152,62,55,20
15,26,21,52,36,39,35,22,121,91,55,20
15,20,28,46,41,40,37,28,121,95,59,26
19,29,18,50,48,39,39,21,134,86,59,24
15,32,28,51,45,39,35,28,156,84,49,21
19,23,23,38,38,39,38,24,109,58,51,20
15,32,29,44,38,37,39,22,123,80,51,20
16,23,18,50,40,37,39,23,99,70,33,20
15,21,20,45,47,39,39,28,118,52,30,20
17,32,30,52,41,38,40,24,131,65,40,23
15,35,19,42,47,37,38,27,162,98,47,20
15,22,19,52,47,40,40,19,126,83,31,20
15,33,23,51,42,40,39,23,137,73,34,20
16,23,17,55,44,39,39,27,105,84,31,24
15,38,28,56,45,38,38,28,158,90,35,22
19,27,21,46,47,40,36,25,122,48,46,20
18,36,25,54,46,39,38,18,117,52,30,22
19,37,22,42,43,39,36,18,152,48,30,21
19,30,21,49,41,38,37,25,137,81,35,20
16,26,21,53,49,39,38,18,92,55,51,21
19,23,22,50,48,39,39,17,98,89,48,21
18,40,24,47,49,37,32,23,116,51,30,22
20,24,21,55,43,38,34,22,144,51,49,22
15,41,30,47,48,40,34,27,87,47,34,23
15,31,29,55,50,39,33,22,154,70,35,20
15,25,20,50,50,39,34,25,121,80,33,24
20,35,32,58,49,40,39,26,135,79,33,23
16,37,25,56,48,40,38,17,128,58,44,26
16,33,34,47,49,38,34,17,77,66,43,25
24,38,25,57,46,39,34,25,140,66,30,26
15,34,27,56,49,36,38,18,95,81,31,20
24,26,27,56,46,38,32,26,143,58,35,24
15,45,35,56,49,39,37,18,144,77,32,20
26,45,31,52,49,39,38,19,89,50,30,28
21,44,25,49,47,36,30,21,95,47,34,23
17,42,26,56,49,39,38,23,135,67,31,20
20,28,27,48,49,39,32,14,131,42,31,20
18,44,25,53,49,37,30,23,92,69,30,20
16,37,28,59,47,35,38,21,119,57,31,20
20,42,28,59,47,37,27,14,98,43,33,20
29,45,33,58,48,34,35,17,128,47,33,20
